id,name,location,price,rate,types,amenities,imp,ids
1023,Typically Responds within 24 hours,Jericho,3124.0,5,"id: 23, type_name: Retreat Center","id: 276, amenities_name: 10 stylish cottages that sleep up to 50, id: 413, amenities_name: Outdoor seasonal patio and other rustic outdoor spaces available for private event rental., id: 436, amenities_name: In House Production, Catering & Hospitality Services Available, id: 510, amenities_name: City views, outdoors pool, lounge, 24 hour restaurant., id: 571, amenities_name: Beautiful outdoor ceremony site, id: 701, amenities_name: Reception Area","Typically Responds within 24 hours Jericho 3124.0 5 id: 23, type_name: Retreat Center id: 276, amenities_name: 10 stylish cottages that sleep up to 50, id: 413, amenities_name: Outdoor seasonal patio and other rustic outdoor spaces available for private event rental., id: 436, amenities_name: In House Production, Catering & Hospitality Services Available, id: 510, amenities_name: City views, outdoors pool, lounge, 24 hour restaurant., id: 571, amenities_name: Beautiful outdoor ceremony site, id: 701, amenities_name: Reception Area",1022
1024,Typically Responds within 24 hours,Hebron,100.0,3,"id: 15, type_name: Museum","id: 69, amenities_name: Fine art, interative displays, id: 133, amenities_name: 2 rooms, id: 308, amenities_name: Landscaped wraparound terrace with a 360degree view of the Manhattan skyline, featuring fantastic panoramas that include the Empire State Building and the majestic Marble Collegiate Church., id: 380, amenities_name: Experienced Event Coordinators on staff can assist with décor, audio visual and entertainment needs, id: 570, amenities_name: Kickball Field, Putt Putt Golf, Volleyball, Basketball, Pavilion with Seating & Stage and Beer Garden, id: 673, amenities_name: Bridal Salon with beauty bar","Typically Responds within 24 hours Hebron 100.0 3 id: 15, type_name: Museum id: 69, amenities_name: Fine art, interative displays, id: 133, amenities_name: 2 rooms, id: 308, amenities_name: Landscaped wraparound terrace with a 360degree view of the Manhattan skyline, featuring fantastic panoramas that include the Empire State Building and the majestic Marble Collegiate Church., id: 380, amenities_name: Experienced Event Coordinators on staff can assist with décor, audio visual and entertainment needs, id: 570, amenities_name: Kickball Field, Putt Putt Golf, Volleyball, Basketball, Pavilion with Seating & Stage and Beer Garden, id: 673, amenities_name: Bridal Salon with beauty bar",1023
1025,Typically Responds within 24 hours,Qalquilia,1455.0,1,"id: 1, type_name: Banquet","id: 236, amenities_name: Fish finder, id: 259, amenities_name: The host of the party will receive $25 Dining Dollars for every $500 spent., id: 354, amenities_name: Spacious, Two Indoor Event rooms, Lodging, waterfall, short drive to local businesses that include restaurants, bars, coffee shops, Old Fashioned ice cream parlor, shopping, Salons, Grocery Stores, Hotels, hike and bike trails, nearby Wineries., id: 537, amenities_name: HighSpeed Internet Access Throughout Hotel , Valet Parking, Eucalyptus Steam Room and Indoor Pool, 2005 Successful Meetings Pinnacle Award Winner, id: 670, amenities_name: Safe Open Air Covered Pavilions, Professional Onsite Catering, Ample Parking, Heated Pools, Private Lake for Boating and Pictures, Awardwinning Architecture and Landscapes, All sports, Privately Owned Established 1989, id: 697, amenities_name: Red Carpet","Typically Responds within 24 hours Qalquilia 1455.0 1 id: 1, type_name: Banquet id: 236, amenities_name: Fish finder, id: 259, amenities_name: The host of the party will receive $25 Dining Dollars for every $500 spent., id: 354, amenities_name: Spacious, Two Indoor Event rooms, Lodging, waterfall, short drive to local businesses that include restaurants, bars, coffee shops, Old Fashioned ice cream parlor, shopping, Salons, Grocery Stores, Hotels, hike and bike trails, nearby Wineries., id: 537, amenities_name: HighSpeed Internet Access Throughout Hotel , Valet Parking, Eucalyptus Steam Room and Indoor Pool, 2005 Successful Meetings Pinnacle Award Winner, id: 670, amenities_name: Safe Open Air Covered Pavilions, Professional Onsite Catering, Ample Parking, Heated Pools, Private Lake for Boating and Pictures, Awardwinning Architecture and Landscapes, All sports, Privately Owned Established 1989, id: 697, amenities_name: Red Carpet",1024
1026,Typically Responds within 24 hours,Jerusalem,700.0,5,"id: 1, type_name: Banquet","id: 277, amenities_name: 2 Venues in One. The Club up to 300 guests & Cocktail Club up to 100 guests, id: 311, amenities_name: The Health Museum is the only Health Museum in the Country., id: 371, amenities_name: We are a Smithsonian Institute Affiliate. the only museum in the museum district that is an affiliate., id: 656, amenities_name: Bocce ball court, horseshoe pit, foosball table, id: 693, amenities_name: storage, id: 697, amenities_name: Red Carpet","Typically Responds within 24 hours Jerusalem 700.0 5 id: 1, type_name: Banquet id: 277, amenities_name: 2 Venues in One. The Club up to 300 guests & Cocktail Club up to 100 guests, id: 311, amenities_name: The Health Museum is the only Health Museum in the Country., id: 371, amenities_name: We are a Smithsonian Institute Affiliate. the only museum in the museum district that is an affiliate., id: 656, amenities_name: Bocce ball court, horseshoe pit, foosball table, id: 693, amenities_name: storage, id: 697, amenities_name: Red Carpet",1025
1027,Crystal Events,Jericho,34.0,3,"id: 1, type_name: Banquet","id: 20, amenities_name: RoofTop Event Space, Private Dressing Rooms, id: 48, amenities_name: 3 of the terrace for shade., id: 64, amenities_name: Stylish Wedding Chapel, id: 80, amenities_name: French country style, very New Orleans, large victorian house. Perfect for bridal parties, small weddings, birthday parties, engagement parties, small reunions, families, and even business colleagues. There is an upstairs and downstairs option., id: 112, amenities_name: live music., id: 700, amenities_name: Pickle Ball","Crystal Events Jericho 34.0 3 id: 1, type_name: Banquet id: 20, amenities_name: RoofTop Event Space, Private Dressing Rooms, id: 48, amenities_name: 3 of the terrace for shade., id: 64, amenities_name: Stylish Wedding Chapel, id: 80, amenities_name: French country style, very New Orleans, large victorian house. Perfect for bridal parties, small weddings, birthday parties, engagement parties, small reunions, families, and even business colleagues. There is an upstairs and downstairs option., id: 112, amenities_name: live music., id: 700, amenities_name: Pickle Ball",1026
1028,Estrella Steak & Lobster,Qalquilia,35.0,5,"id: 3, type_name: Restaurant","id: 68, amenities_name: Restaurant space for small private parties, id: 90, amenities_name: Gorgeous, airy indoor, id: 218, amenities_name: Event Tour Guide option, id: 261, amenities_name: Offers Complimentary wireless Internet Access, Complimentary Breakfast, Heated outdoor pool, and Convenient freeway access., id: 353, amenities_name: Kitchen area with oven and stove top, refrigerator, freezer, and ice machine., id: 643, amenities_name: Ample Free Parking!","Estrella Steak & Lobster Qalquilia 35.0 5 id: 3, type_name: Restaurant id: 68, amenities_name: Restaurant space for small private parties, id: 90, amenities_name: Gorgeous, airy indoor, id: 218, amenities_name: Event Tour Guide option, id: 261, amenities_name: Offers Complimentary wireless Internet Access, Complimentary Breakfast, Heated outdoor pool, and Convenient freeway access., id: 353, amenities_name: Kitchen area with oven and stove top, refrigerator, freezer, and ice machine., id: 643, amenities_name: Ample Free Parking!",1027
1029,Ralph's on the Park,Hebron,9.0,1,"id: 3, type_name: Restaurant","id: 92, amenities_name: unique vintage loft space, 16ft tall ceilings, rustic hardwood floors, views of downtown Chicago skyline, allinclusive event coordination and service plans available, id: 195, amenities_name: Serving alcohol is allowed., id: 210, amenities_name: Additional Parking option, id: 520, amenities_name: Complimentary wifi, id: 633, amenities_name: Only Minutes to Downtown Staunton, VA yet a secluded Resort setting with amazing views of the Blue Ridge Mountains, in the Heart of the Shenandoah Valley., id: 702, amenities_name: Smores Roasting Station","Ralph's on the Park Hebron 9.0 1 id: 3, type_name: Restaurant id: 92, amenities_name: unique vintage loft space, 16ft tall ceilings, rustic hardwood floors, views of downtown Chicago skyline, allinclusive event coordination and service plans available, id: 195, amenities_name: Serving alcohol is allowed., id: 210, amenities_name: Additional Parking option, id: 520, amenities_name: Complimentary wifi, id: 633, amenities_name: Only Minutes to Downtown Staunton, VA yet a secluded Resort setting with amazing views of the Blue Ridge Mountains, in the Heart of the Shenandoah Valley., id: 702, amenities_name: Smores Roasting Station",1028
1030,Palace Café,Hebron,9.0,4,"id: 3, type_name: Restaurant","id: 70, amenities_name: 4k projector and screen, id: 98, amenities_name: Outdoor tented space, landscaped gardens, Japanese style tea house, multiple porches and decks. Lodging is included in your party package, for your wedding party and, id: 300, amenities_name: 6,000 square foot rooftop terrace overlooking Hollywood Blvd., id: 427, amenities_name: Kitchen, id: 595, amenities_name: 2 newly remodeled bathrooms, id: 677, amenities_name: Catering","Palace Café Hebron 9.0 4 id: 3, type_name: Restaurant id: 70, amenities_name: 4k projector and screen, id: 98, amenities_name: Outdoor tented space, landscaped gardens, Japanese style tea house, multiple porches and decks. Lodging is included in your party package, for your wedding party and, id: 300, amenities_name: 6,000 square foot rooftop terrace overlooking Hollywood Blvd., id: 427, amenities_name: Kitchen, id: 595, amenities_name: 2 newly remodeled bathrooms, id: 677, amenities_name: Catering",1029
1031,Bayona Restaurant,Jericho,55.0,4,"id: 3, type_name: Restaurant","id: 202, amenities_name: Walking distance to grocery store, shopping, parks, and the Menil Collection, id: 236, amenities_name: Fish finder, id: 271, amenities_name: Exclusively yours one event at the time!, id: 539, amenities_name: Yes! Over 4200+ square feet of elegance, our Valley Ballroom easily accommodates up to 450 guests. This Ballroom offers extreme versatility, dividing into four sections for smaller events or breakout rooms., id: 546, amenities_name: The central coasts hidden treasure is the Monarch Club. Nestled just off the coastal hwy 101 in Nipomo with beautiful rolling hills, world class golf courses and venue options to have any function you desire with unmatched service and cuisine., id: 659, amenities_name: Minutes from Interstate 81","Bayona Restaurant Jericho 55.0 4 id: 3, type_name: Restaurant id: 202, amenities_name: Walking distance to grocery store, shopping, parks, and the Menil Collection, id: 236, amenities_name: Fish finder, id: 271, amenities_name: Exclusively yours one event at the time!, id: 539, amenities_name: Yes! Over 4200+ square feet of elegance, our Valley Ballroom easily accommodates up to 450 guests. This Ballroom offers extreme versatility, dividing into four sections for smaller events or breakout rooms., id: 546, amenities_name: The central coasts hidden treasure is the Monarch Club. Nestled just off the coastal hwy 101 in Nipomo with beautiful rolling hills, world class golf courses and venue options to have any function you desire with unmatched service and cuisine., id: 659, amenities_name: Minutes from Interstate 81",1030
1032,Briquette,Jenin,40.0,5,"id: 3, type_name: Restaurant","id: 3, amenities_name: Wireless Internet, id: 85, amenities_name: National Historic Landmark. Library., id: 104, amenities_name: Brand new marble top tables with clear acrylic chairs., id: 246, amenities_name: Your staying needs solved Hotel next door share the fence., id: 359, amenities_name: Waterfalls, vapor lighting, twinkle lights in all the trees, cool has nine different colors to choose from. Play house for children., id: 591, amenities_name: Pool table","Briquette Jenin 40.0 5 id: 3, type_name: Restaurant id: 3, amenities_name: Wireless Internet, id: 85, amenities_name: National Historic Landmark. Library., id: 104, amenities_name: Brand new marble top tables with clear acrylic chairs., id: 246, amenities_name: Your staying needs solved Hotel next door share the fence., id: 359, amenities_name: Waterfalls, vapor lighting, twinkle lights in all the trees, cool has nine different colors to choose from. Play house for children., id: 591, amenities_name: Pool table",1031
